Date Added,Bean ID #,Roaster,Roast Name,General Tags,Roast Degree,Origins,Regions,Producer Info,Elevation (MASL),Varietals,Process,Processing Tags,Price/Bag,Gram/Bag,Retail Price/Cup (20g),Bulk Price/Cup (20g),Roaster Region,Roaster Country,Tasting Notes,General Tasting Notes,Link,Available?
3/14/2024,1423,La Cabra,Los Pirineos Natural Pacamara,"Single Origin, Single Varietal, Traceable",Filter,El Salvador,"Tecapa Chimaneca, Usulutan","Diego Baraona, Los Pirineos","1,500.00",Pacamara,Washed,Washed,$27.00,250,$2.16,$2.04,NA / EMEA,USA / Denmark,Soft And Floral,"Balanced, Floral",https://www.lacabra.dk/products/los-pirineos-natural-pacamara,NO
3/14/2024,1422,La Cabra,Los Pirineos Pink Bourbon,"Single Origin, Single Varietal, Traceable",Filter,El Salvador,"Tecapa Chimaneca, Usulutan","Diego Baraona, Los Pirineos","1,500.00",Pink Bourbon,Washed,Washed,$27.00,250,$2.16,$2.04,NA / EMEA,USA / Denmark,Ripe Tropical Fruit Driven,"Common Fruit, Sweet, Tropical Fruit",https://www.lacabra.dk/products/los-pirineos-honey-pink-bourbon,NO
3/14/2024,1421,La Cabra,Los Pirineos SL28,"Single Origin, Single Varietal, Traceable",Filter,El Salvador,"Tecapa Chimaneca, Usulutan","Diego Baraona, Los Pirineos","1,500.00",Sl28,Washed,Washed,$27.00,250,$2.16,$2.04,NA / EMEA,USA / Denmark,Deep And Complex Fruit Notes,"Complex, Common Fruit",https://www.lacabra.dk/products/los-pirineos-natural-sl28,NO
3/14/2024,1420,La Cabra,Los Pirineos Heirloom,"Single Origin, Single Varietal, Traceable",Filter,El Salvador,"Tecapa Chimaneca, Usulutan","Diego Baraona, Los Pirineos","1,500.00",Heirloom,Washed,Washed,$27.00,250,$2.16,$2.04,NA / EMEA,USA / Denmark,Complex And Floral,"Complex, Floral",https://www.lacabra.dk/products/los-pirineos-washed-heirloom,NO
3/14/2024,1419,Brandywine Coffee Roasters,Mexico - Clemente Solis - Washed,"Single Origin, Traceable",-,Mexico,Chiapas,Equation Coffee,"1,300.00","Bourbon, Caturra, Garnica, Sarchimor",Washed,Washed,$22.00,340,$1.29,$1.29,NA,USA,"Marshmallow, Clementine, Gooseberry","Berries, Citrus Fruit, Sweet, Creamy",https://www.brandywinecoffeeroasters.com/collections/all-coffee-1/products/mexico-clemente-solis-washed,NO
3/14/2024,1418,Black & White Coffee Roasters,Edwin Noreña - Fruity Flowers,"Single Origin, Single Varietal, Traceable",Light,Colombia,"Circasia, Quindio","Edwin Enrique Noreña, Finca Campo Hermosa","1,600 - 1,750",Red Bourbon | Pink Bourbon,Citra And Magnum Hops Inoculated Coferment Anaerobic,"Anaerobic Fermentation, Cofermentation, Inoculated, Floated, Dried on Raised Beds, Mossto Inoculated, Shade-Dried, Multi-Stage Fermentation",$28.00,340,$1.65,$1.54,NA,USA,"Bergamot, Mosaic Hops, Strawberry Candy, Pear, Lemongrass","Berries, Citrus Fruit, Common Fruit, Herbal, Vegetal, Sweet, Fermented, Cereal",https://www.blackwhiteroasters.com/collections/all-coffee/products/r-edwin-norena-fruity-flowers,NO
3/14/2024,1417,Black & White Coffee Roasters,The Future - Cherry Soda,Roaster Blend,Medium Light,-,-,-,-,-,"Cinnamon Coferment Anaerobic, Washed, Natural, Ipa, Dragon Fruit Coferment Anaerobic","Washed, Natural, Anaerobic Fermentation, Cofermentation",$26.00,340,$1.53,$1.50,NA,USA,"Black Cherry, Complex Citrus, Baking Spice, Subtle Vanilla","Berries, Citrus Fruit, Complex, Roasty, Spiced, Sweet",https://www.blackwhiteroasters.com/collections/all-coffee/products/r-future-cherry-soda,NO
3/13/2024,1416,Aviary Coffee,004 - Lino Rodriguez,"Single Origin, Single Varietal, Traceable, Cost Transparent",Light,Colombia,"Palestina, Huila","Rodriguez Family, Finca Los Rodriguez","1,800.00",Pink Bourbon,Washed,"Washed, Floated, Shade-Dried",$40.00,200,$4.00,$3.60,NA,USA,"Nectarine, Fig, Blood Orange, Black Currant","Berries, Common Fruit, Stone Fruit, Tropical Fruit, Citrus Fruit",https://getaviary.coffee/collections/store/products/004-lino-rodriguez,CHECK LINK
3/13/2024,1415,Aviary Coffee,003 - Gildardo Lopez,"Single Origin, Single Varietal, Traceable, Cost Transparent",Ultra Light,Colombia,"El Carmen, Paicol, Huila","Gildardo López Hoyos, Finca Calamar","2,000.00",Pink Bourbon,Washed,"Washed, Dried on Raised Beds",$45.00,200,$4.50,$4.50,NA,USA,"Peach Candy, Black Raspberry, Melon, Herbal","Berries, Herbal, Stone Fruit, Sweet, Tropical Fruit",https://getaviary.coffee/collections/store/products/003-gildardo-lopez,CHECK LINK
3/13/2024,1414,Aviary Coffee,002 - MARIA NIEVES,"Single Origin, Single Varietal, Traceable, Cost Transparent",Ultra Light,Peru,Cajamarca,"Maria Nieves, El Limón","1,850.00",Gesha,Washed,"Washed, Dried on Raised Beds, Shade-Dried",$45.00,200,$4.50,$4.50,NA,USA,"Wild Blueberry, Tangerine, Mandarin Orange, Thyme","Berries, Citrus Fruit, Tropical Fruit, Herbal",https://getaviary.coffee/collections/coffee-archive/products/002-maria-nieves,CHECK LINK
3/13/2024,1413,Aviary Coffee,001 - FINCA SAN JERÓNIMO MIRAMAR,"Single Origin, Single Varietal, Traceable, Cost Transparent",Ultra Light,Guatemala,Volcan De Atitlan,"Giorgio Bressani and his family, Volcan de Atitlan","1,630.00",Gesha,Washed,"Washed, Dried on Raised Beds",$40.00,200,$4.00,$4.00,NA,USA,"Jasmine, Tangerine Pulp, Dark Raspberry, Apricot, Stone Fruit","Berries, Citrus Fruit, Tropical Fruit, Common Fruit, Sweet, Stone Fruit, Tea Like, Floral",https://getaviary.coffee/collections/coffee-archive/products/001-fsjm,CHECK LINK
3/13/2024,1412,Aviary Coffee,000 - FINCA ESPERANZA,"Single Origin, Traceable, Cost Transparent",Omni,Guatemala,"Zunilito, Suchitepéquez","Edwin Enrique Noreña, Finca Campo Hermosa","1,346.00","Field Blend, Caturra, Catuaí, Sarchimor And Java",Yeast Inoculated Honey,"Honey, Inoculated, Yeast Inoculated, Mechanically Dried",$25.00,200,$2.50,$2.10,NA,USA,"Sweet Orange, Tamarind, Milk Chocolate And Panela","Caramel, Sweet, Chocolate, Citrus Fruit, Tropical Fruit, Creamy",https://getaviary.coffee/collections/coffee-archive/products/finca-esperanza,CHECK LINK
3/13/2024,1411,Thoughtful Coffee,Finca Campos Hermoso Black Honey Sidra,"Single Origin, Single Varietal, Traceable, Cost Transparent",Filter,Colombia,"Circasia, Quindio","Diego Campos, El Diamente","1,550 - 1,600",Sidra,Black Honey,Honey,$27.00,240,$2.25,$2.25,NA,USA,"Spiced Florals, Black Tea","Floral, Spiced, Tea Like, Berries",https://thoughtfulcoffee.co/products/black-honey-sidra,NO
3/13/2024,1410,Thoughtful Coffee,Villa Lucía | Extended Semi-Washed | Castillo + Colombia,"Single Origin, Single Varietal, Traceable, Cost Transparent",Filter,Colombia,"Santa Barbara, Antioquia","Andres Cardona, Villa Lucía","1,650.00",Castillo + Colombia,Extended Semi Washed,"Washed, Extended Fermentation, Semi-Washed",$18.00,240,$1.50,$1.50,NA,USA,"Light Funk, Dried Red Fruits","Clean, Dried Fruit, Common Fruit, Fermented",https://thoughtfulcoffee.co/products/villa-lucia-extended-semi-washed-castillo-colombia,NO
3/13/2024,1409,Proud Mary Coffee USA,LIMITED | PANAMA | Bambito Estate | Geisha | Washed,"Single Origin, Single Varietal, Traceable",-,Panama,"Volcán, Chiriqui Province","Priscilla Gonzalez, Bambito Estate","1,660 - 1,800",Geisha,Washed,Washed,$62.00,100,$12.40,$12.40,NA,USA,"Floral, Jasmine, Bergamot, Stone Fruit","Citrus Fruit, Floral, Common Fruit, Sweet, Stone Fruit, Tea Like",https://proudmarycoffee.com/collections/all-coffee/products/limited-panama-bambito-estate-geisha-washed-1,NO
3/13/2024,1408,Prodigal Coffee,Mariposa Lot 1 - Colombia,"Single Origin, Traceable",-,Colombia,Huila,Mariposa Lot 1,-,Bourbon & Gesha,Washed & Honey,"Washed, Honey",$24.00,250,$1.92,$1.60,NA,USA,"Red Fruits, Citrus, Apricot","Citrus Fruit, Common Fruit, Stone Fruit",https://getprodigal.com/products/pink-bourbon-colombia-washed,NO
3/13/2024,1407,Monogram Coffee,Inmaculada,"Single Origin, Single Varietal, Traceable",Filter,Colombia,"Pichindé, Valle Del Cauca","Julian Holguin Ramos & Family, Finca Inmaculada",-,Sudan Rume,Anaerobic Natural,"Natural, Anaerobic Fermentation",$66.00,200,$6.60,$6.60,NA,Canada,"Pineapple, Grape, Chocolate","Common Fruit, Chocolate, Tropical Fruit",https://monogramcoffee.com/en-us/collections/exceptional/products/inmaculada-pre-sale-next-roast-on-april-11-2024,NO
3/13/2024,1406,Monogram Coffee,Maximino Gutiérrez Tejada Gesha,"Single Origin, Single Varietal, Traceable",Filter,Colombia,Tolima,Maximino Gutiérrez Tejada,-,Gesha,Honey,Honey,$29.00,300,$1.93,$1.75,NA,Canada,"Apple, Apricot, Black Tea","Common Fruit, Stone Fruit, Tea Like, Berries",https://monogramcoffee.com/en-us/collections/wonder/products/maximino-gutierrez-tejada-gesha,NO
3/13/2024,1405,Sweet Bloom Coffee,Los Naranjos,"Single Origin, Traceable, Cost Transparent",Omni,Colombia,Huila,Los Naranjos,"1,650 - 1,850","Caturra, Colombia, Bourbon",Washed,Washed,$19.00,340,$1.12,$1.01,NA,USA,"Brownie, Raisin, Nougat","Caramel, Dried Fruit, Nutty, Sweet, Creamy",https://sweetbloomcoffee.com/product/los-naranjos-2/,CHECK LINK
3/13/2024,1404,Sweet Bloom Coffee,Imbachi Family,"Single Origin, Single Varietal, Traceable, Cost Transparent",Omni,Colombia,Huila,Imbachi Family,"1,810.00",Pink Bourbon,Washed,Washed,$22.50,340,$1.32,$1.19,NA,USA,"Floral, Pink Lemonade, Pomelo","Citrus Fruit, Sweet, Floral",https://sweetbloomcoffee.com/product/imbachi-family-2/,NO
3/13/2024,1403,Subtext Coffee Roasters,"Costa Rica Volcán Azul Espresso, Washed SL-28","Single Origin, Single Varietal, Traceable, Cost Transparent, Cupping Score",Espresso,Costa Rica,"Poas, West Valley","Alejo Castro Kahle & Family, Volcan Azul","1,600 - 1,650",Sl28,Washed,Washed,$25.00,250,$2.00,$1.53,NA,Canada,"Lemon Candy, Black Cherry, And Green Apple","Berries, Citrus Fruit, Common Fruit, Spiced, Sweet",https://www.subtext.coffee/collections/espresso-coffee-beans/products/costa-rica-volcan-azul-espresso-washed-sl-28,NO
3/13/2024,1402,Onyx Coffee Labs,Anhydrobiosis,"Single Origin, Traceable, Cost Transparent, Cupping Score","Medium, Filter",Ethiopia,-,Abenezer at Origin Lands Coffee,"2,100.00",Ethiopian Landraces,Washed,Washed,$25.00,283,$1.76,$1.76,NA,USA,"Plum, Raw Sugar, Sweet Tea, Sweet Lemon","Citrus Fruit, Sweet, Floral, Herbal, Vegetal, Stone Fruit, Tea Like",https://onyxcoffeelab.com/products/anhydrobiosis,NO
3/13/2024,1401,Onyx Coffee Labs,Anhydrobiosis,"Single Origin, Traceable, Cost Transparent, Cupping Score","Medium, Filter",Ethiopia,-,Abenezer at Origin Lands Coffee,"2,100.00",Ethiopian Landraces,Washed,Washed,$25.00,283,$1.76,$1.76,NA,USA,"Peach, White Tea, Lime, Silky","Citrus Fruit, Creamy, Stone Fruit, Tea Like",https://onyxcoffeelab.com/products/anhydrobiosis,NO
3/13/2024,1400,Thoughtful Coffee,Granja El Paraiso 92 Double Anaerobic Washed Pink Bourbon,"Single Origin, Single Varietal, Traceable, Cost Transparent",Filter,Colombia,"Piendamó, Cauca, Huila","Wilton Benitez, Granja Paraiso '92","1,900.00",Pink Bourbon,Double Anaerobic Thermal Shock Washed,"Multi-Stage Fermentation, Washed, Anaerobic Fermentation, Yeast Inoculated, Thermal Shock, Mechanically Dried, Inoculated",$25.20,240,$2.10,$2.10,NA,USA,"Bubble Gum, Passion Fruit, Tea-Like Finish","Common Fruit, Sweet, Tropical Fruit",https://thoughtfulcoffee.co/products/granja-el-paraiso-92-double-anaerobic-washed-pink-bourbon,NO
3/13/2024,1399,Proud Mary Coffee USA,PANAMA | Elida Estate | Catuai | ASD Natural,"Single Origin, Single Varietal, Traceable",Omni,Panama,"Alto Quiel, Boquete","Lamastus Family, Elida Estate","1,800.00",Catuai,Anaerobic Slow Dried Natural,"Washed, Natural, Honey, Anaerobic Fermentation, Extended Fermentation, Slow Dry",$38.00,250,$3.04,$3.04,NA,USA,"Cherry, Plum, Chocolate, Winey","Berries, Chocolate, Stone Fruit, Fermented",https://proudmarycoffee.com/collections/all-coffee/products/panama-elida-estate-catuai-asd-natural,NO
3/13/2024,1398,Hydrangea Coffee Roasters,Gesha Luna Bermudez Finca El Paraiso,"Single Origin, Single Varietal, Traceable",Omni,Colombia,"Piendamó, Cauca","Diego Samuel Bermúdez, Finca El Paraiso","1,930.00",Geisha,Double Fermentation Thermal Shock,"Multi-Stage Fermentation, Thermal Shock",$27.00,113,$4.76,$3.88,NA,USA,"Egg Waffle, Blueberry, High Mountain Oolong Tea","Berries, Creamy, Sweet, Spiced, Cereal, Tea Like",https://hydrangea.coffee/products/luna-bermudez,NO
3/13/2024,1397,Greater Goods Roasting,Rwanda - Kanzu Lot #18,"Single Origin, Single Varietal, Traceable",Light,Rwanda,"Nyamasheke, Western Province",Kanzu Washing Station,"2,042 - 2,195",Bourbon,Washed,Washed,$25.00,340,$1.47,$1.13,NA,USA,"Date, Pine Tree Honey, Gala Apple","Common Fruit, Dried Fruit, Spiced, Sweet, Earthy",https://greatergoodsroasting.com/collections/all-coffee/products/rwanda-kanzu-lot-18,YES
3/13/2024,1396,Gracenote Coffee,Colombia Chachagui,"Single Origin, Single Varietal, Traceable",Filter,Colombia,Nariño,Cafe Occidente Nariño,"1,950 - 2,000",Castillo,Washed,Washed,$19.00,340,$1.12,$0.92,NA,USA,"Concord Grape, Sesame Brittle, Cocoa","Common Fruit, Chocolate, Nutty",https://www.gracenotecoffee.com/shop/colombia-consaca,NO
3/13/2024,1395,Gracenote Coffee,Colombia Chachagui Espresso,"Single Origin, Single Varietal, Traceable",Espresso,Colombia,Nariño,Cafe Occidente Nariño,"1,950 - 2,000",Castillo,Washed,Washed,$19.00,340,$1.12,$0.92,NA,USA,"Apple Pie, Raisinets, Nutella","Common Fruit, Dried Fruit, Nutty, Chocolate, Sweet, Creamy",https://www.gracenotecoffee.com/shop/colombia-chachag-espresso,NO
3/13/2024,1394,gget - Go Get Em Tiger,"Ermelinda Sorto, Honduras Espresso","Single Origin, Traceable","Medium, Espresso",Honduras,"La Paz, Cabañas","Project Cabañas, Beneficio San Vicente","1,600.00","Lempira, Yellow Catuai, Ih90",Anaerobic Washed,"Washed, Anaerobic Fermentation, Mechanically Dried",$23.00,340,$1.35,$1.35,NA,USA,"Fruity And Herbaceous, With Lychee, Pomegranate, And Chocolate Covered Raspberries","Common Fruit, Berries, Chocolate, Herbal, Tropical Fruit",https://gget.com/shop/coffee/ermelinda-sorto-honduras-espresso,NO
3/13/2024,1393,Coava Coffee Roasters,Decaf ASPROTimaná,"Single Origin, Traceable",Filter,Colombia,"Huila, Timaná",ASPROTimaná coop,"1,400 - 1,700","Caturra, Bourbon","Washed, Swiss Water Process Decaf","Washed, Decaffeinated, Swiss Water Decaffeination, Water Process Decaffeination",$21.00,300,$1.40,$1.12,NA,USA,"Chocolate Mousse, Dried Blueberry, And Fuji Apple","Berries, Chocolate, Common Fruit, Dried Fruit, Spiced, Sweet, Creamy",https://shop.coavacoffee.com/collections/coffee/products/decaf-asprotimana-1,NO
3/13/2024,1392,Chromatic Coffee,Ecuador - Tortuga Wet Process,"Single Origin, Traceable","Medium Light, Filter",Ecuador,"Galapagos, Isla Santa Cruz & San Cristobal",Asociación de Cafetaleros de Santa Cruz,200 - 450,"Caturra, Typica, Bourbon",Washed,Washed,$34.99,283,$2.47,$2.05,NA,USA,"Chocolate, Butter, Citrus, Creamy, Guava, Persimmon, Squash, Syrupy, Zest, Juicy","Chocolate, Citrus Fruit, Creamy, Sweet, Common Fruit, Tropical Fruit",https://www.chromaticcoffee.com/ecuador-tortuga-wet-process/,NO
3/13/2024,1391,Brandywine Coffee Roasters,El Salvador - Delagua - Finca Colombia - Pink Bourbon - Natural,"Single Origin, Single Varietal, Traceable",Filter,El Salvador,Delagua,DelAgua Coffee,"1,700.00",Pink Bourbon,Natural,Natural,$28.00,340,$1.65,$1.65,NA,USA,"Raspberry Pez, Strawberry, Blackberry",Berries,https://www.brandywinecoffeeroasters.com/collections/all-coffee-1/products/el-salvador-delagua-finca-colombia-pink-bourbon-natural,NO
3/13/2024,1390,Botz Coffee,Santa Librada,"Single Origin, Single Varietal, Traceable",Filter,Colombia,"Santa Maria, Huila","Edwin Carvajal, Finca Santa Librada","1,900.00",Pink Bourbon,Washed,Washed,$33.00,340,$1.94,$1.84,NA,USA,"Guava Marmalade, Mango Nectar, Strawberry Candy","Berries, Caramel, Sweet, Tropical Fruit, Stone Fruit",https://botz-coffee.com/collections/coffee/products/finca-librada,NO
3/13/2024,1389,Botz Coffee,Bella Vista,"Single Origin, Single Varietal, Traceable",Filter,Colombia,Huila,Finca Bella Vista,-,Pink Bourbon,Washed,Washed,$33.00,340,$1.94,$1.94,NA,USA,"Peach Puree, Sumo Orange, Strawberry Soda","Berries, Stone Fruit, Tropical Fruit, Citrus Fruit, Sweet",https://botz-coffee.com/collections/coffee/products/bella-vista,NO
3/9/2024,1388,Loveless Coffees,"Diego Bermudez - Lacto-Fermented Natural Gesha - Cauca, Colombia","Single Origin, Single Varietal, Traceable, Cost Transparent",-,Colombia,"Piendamó, Cauca","Diego Samuel Bermúdez, Finca El Paraiso","1,930.00",Gesha,Lacto-Fermented Natural,"Natural, Yeast Inoculated, Lactic Fermentation",$55.00,312,$3.53,$2.91,NA,USA,"Blossoms, Lime, Tropical Fruit, Mango, Passion Fruit, Pink Grapefruit, Lime","Citrus Fruit, Sweet, Floral, Common Fruit, Tropical Fruit, Stone Fruit",https://lovelesscoffees.coffee/products/diego-bermudez-natural-gesha-cauca-colombia,NO
3/9/2024,1387,Monogram Coffee,Floripondio Bourbon,"Single Origin, Single Varietal, Traceable",Espresso,Bolivia,"Samaipata, Santa Cruz","Rodriguez Family, Finca Los Rodriguez",-,Bourbon,Anaerobic Washed,"Washed, Anaerobic Fermentation",$27.00,300,$1.80,$1.59,NA,Canada,"Apple, Walnut, Brown Sugar","Caramel, Common Fruit, Nutty, Sweet",https://monogramcoffee.com/en-us/collections/wonder/products/floripondio-bourbon,NO
3/9/2024,1386,Monogram Coffee,Guanacaste,Single Origin,Espresso,Costa Rica,Tarrazu,-,-,"Catuai, Caturra",Washed,Washed,$18.00,300,$1.20,$0.95,NA,Canada,"Caramel, Chocolate, Walnut","Caramel, Chocolate, Nutty",https://monogramcoffee.com/en-us/collections/warmth/products/copy-of-la-severa-warmth-espresso,NO
3/9/2024,1385,Monogram Coffee,Guanacaste,Single Origin,Filter,Costa Rica,Tarrazu,-,-,"Catuai, Caturra",Washed,Washed,$18.00,300,$1.20,$0.95,NA,Canada,"Fudge, Almond, Marshmallow","Chocolate, Nutty, Sweet, Creamy",https://monogramcoffee.com/en-us/collections/warmth/products/guanacaste-warmth-filter,NO
3/9/2024,1384,September Coffee Company,Daterra Milk Espresso - Brazil,"Single Origin, Single Varietal, Traceable, Cost Transparent","Medium, Espresso",Brazil,Cerrado Mineiro,"Luis Norberto Pascoal, Daterra","1,150.00",Peaberry,-,-,$15.00,250,$1.20,$1.20,NA,Canada,"Rich Chocolate, Walnut, Nougat","Chocolate, Nutty, Sweet, Creamy",https://september.coffee/en-us/products/milk-espresso-daterra-brazil,NO
3/9/2024,1383,September Coffee Company,Janja Hill - Rwanda Bourbon,"Single Origin, Single Varietal, Traceable, Cost Transparent",-,Rwanda,Gakenke District,"Emmanuel Rusatira, Baho Coffee, Janja Hill, Muzo Washing Station","1,900.00",Bourbon,Washed,Washed,$18.50,250,$1.48,$1.48,NA,Canada,"Lemon Candy, Black Tea, Blackberry, Citrus","Berries, Citrus Fruit, Sweet, Tea Like",https://september.coffee/en-us/products/janja-hill-rwanda-bourbon,NO
3/9/2024,1382,September Coffee Company,Jose Martinez - Colombia Caturra,"Single Origin, Single Varietal, Traceable, Cost Transparent",-,Colombia,"Huila, Palestina","José Elcias Martinez Guzman, El Casino","1,800.00",Caturra,Washed,Washed,$21.50,250,$1.72,$1.72,NA,Canada,"Citrus, Berries, Blue Raspberry, Honey","Berries, Citrus Fruit, Floral, Common Fruit, Sweet",https://september.coffee/en-us/products/jose-martinez-colombia-caturra,NO
3/9/2024,1381,September Coffee Company,Jorge Rojas - Colombia Geisha,"Single Origin, Single Varietal, Traceable, Cost Transparent",-,Colombia,"Planada, Tolima",Carlos Andrade & Jorge Elias Rojas Vásquez,"1,860.00",Geisha,Double Fermentation Washed,"Multi-Stage Fermentation, Washed, Mechanically Dried, Anaerobic Fermentation",$26.00,200,$2.60,$2.60,NA,Canada,"Melon, Floral, Berries, Passion Fruit, Lemongrass","Berries, Floral, Common Fruit, Herbal, Vegetal, Citrus Fruit, Tropical Fruit",https://september.coffee/en-us/products/jorge-rojas-colombia-geisha,NO
3/9/2024,1380,September Coffee Company,Wilton Benitez - Colombia Geisha Anaerobic Yeast Inoculated,"Single Origin, Single Varietal, Traceable, Cost Transparent",-,Colombia,"Piendamó, Cauca, Huila","Wilton Benitez, Granja Paraiso '92","2,100.00",Geisha,Anaerobic Washed With Yeast Inoculation + Thermal Shock (Lot P-06),"Washed, Anaerobic Fermentation, Yeast Inoculated, Thermal Shock, Mechanically Dried, Controlled Drying, Inoculated",$29.50,200,$2.95,$2.95,NA,Canada,"Floral, Herbal, Peach Candy, Citrus","Citrus Fruit, Floral, Herbal, Stone Fruit, Sweet",https://september.coffee/en-us/products/wilton-benitez-geisha-p-06,NO
3/9/2024,1379,Luminous Coffee,GUATEMALA SHIO HONEY KOJI,"Single Origin, Single Varietal, Traceable, Cost Transparent","Light, Filter",Guatemala,"San Juan Gascon, Antigua","Felipe Contrereas, Finca Gascon","1,800 - 1,900",Caturra,"""Shio Koji Honey"" - Shio Koji & Lactic Mossto Inoculated Honey","Honey, Lactic Fermentation, Inoculated, Koji Inoculated, Mossto Inoculated, Brix Measured",$27.00,200,$2.70,$2.70,NA,USA,"Pear, Honey, Malic (Green Apple), Red Fruit","Acidic, Common Fruit, Sweet",https://www.loveluminous.coffee/gascon-box-set?ss_source=sscampaigns&ss_campaign_id=65eadd5acb31b276338191d0&ss_email_id=65eb5f22a4bf6321fe59b647&ss_campaign_name=LUMI+EARLY+ACCESS+OPEN+NOW+-+++GASCON+RELEASE+%26+INSTANT+COFFEE+%F0%9F%92%9B%F0%9F%8D%92%F0%9F%92%8E%F0%9F%A5%A1&ss_campaign_sent_date=2024-03-08T18%3A56%3A01Z,NO
3/9/2024,1378,Luminous Coffee,GUATEMALA LACTIC NATURAL TYPICA,"Single Origin, Single Varietal, Traceable, Cost Transparent","Light, Filter",Guatemala,"San Juan Gascon, Antigua","Felipe Contrereas, Finca Gascon","1,800 - 1,900",Typica,"""Lactic Natural"" - Lactic Inoculated Anaerobic Natural","Natural, Anaerobic Fermentation, Lactic Fermentation, Inoculated, Brix Measured",$35.00,200,$3.50,$3.50,NA,USA,"Winey, Chocolate, Earthy, Orange","Chocolate, Earthy, Tropical Fruit, Citrus Fruit, Fermented",https://www.loveluminous.coffee/gascon-box-set?ss_source=sscampaigns&ss_campaign_id=65eadd5acb31b276338191d0&ss_email_id=65eb5f22a4bf6321fe59b647&ss_campaign_name=LUMI+EARLY+ACCESS+OPEN+NOW+-+++GASCON+RELEASE+%26+INSTANT+COFFEE+%F0%9F%92%9B%F0%9F%8D%92%F0%9F%92%8E%F0%9F%A5%A1&ss_campaign_sent_date=2024-03-08T18%3A56%3A01Z,NO
3/9/2024,1377,Luminous Coffee,GUATEMALA GEISHA NATURAL LACTIC Z,"Single Origin, Single Varietal, Traceable, Cost Transparent","Light, Filter",Guatemala,"San Juan Gascon, Antigua","Felipe Contrereas, Finca Gascon","1,800 - 1,900",Geisha,"""Lactic Z Natural"" - Lactic Coferment Anaerobic Natural","Natural, Anaerobic Fermentation, Lactic Fermentation, Cofermentation, Brix Measured",$35.00,200,$3.50,$3.50,NA,USA,"Dried Cherry, Vanilla, Oolong, Floral","Berries, Dried Fruit, Floral, Sweet, Tea Like",https://www.loveluminous.coffee/gascon-box-set?ss_source=sscampaigns&ss_campaign_id=65eadd5acb31b276338191d0&ss_email_id=65eb5f22a4bf6321fe59b647&ss_campaign_name=LUMI+EARLY+ACCESS+OPEN+NOW+-+++GASCON+RELEASE+%26+INSTANT+COFFEE+%F0%9F%92%9B%F0%9F%8D%92%F0%9F%92%8E%F0%9F%A5%A1&ss_campaign_sent_date=2024-03-08T18%3A56%3A01Z,NO
3/9/2024,1376,Luminous Coffee,GUATEMALA GEISHA HYBRID WASHED + KOJI,"Single Origin, Single Varietal, Traceable, Cost Transparent","Light, Filter",Guatemala,"San Juan Gascon, Antigua","Felipe Contrereas, Finca Gascon","1,800 - 1,900",Geisha,"""Hybrid Washed+ Koji"" - Koji Coferment Washed","Washed, Cofermentation, Koji Inoculated, Brix Measured, Inoculated, Multi-Stage Fermentation",$49.00,200,$4.90,$4.90,NA,USA,"Blue Raspberry, Lime, Floral, Clementine","Berries, Citrus Fruit, Floral",https://www.loveluminous.coffee/gascon-box-set?ss_source=sscampaigns&ss_campaign_id=65eadd5acb31b276338191d0&ss_email_id=65eb5f22a4bf6321fe59b647&ss_campaign_name=LUMI+EARLY+ACCESS+OPEN+NOW+-+++GASCON+RELEASE+%26+INSTANT+COFFEE+%F0%9F%92%9B%F0%9F%8D%92%F0%9F%92%8E%F0%9F%A5%A1&ss_campaign_sent_date=2024-03-08T18%3A56%3A01Z,NO
3/8/2024,1375,Corvus Coffee Roasters,Finca La Vanguardia • Panama• Natural Catuai 8oz,"Single Origin, Single Varietal, Traceable",Filter,Panama,Boquete,Finca La Vanguardia,-,Catuai,Natural,Natural,$19.00,227,$1.68,$1.48,NA,USA,"Blood Orange, Raspberry, Lemon And Dark Chocolate","Berries, Chocolate, Citrus Fruit, Tropical Fruit",https://www.corvuscoffee.com/collections/buy-coffee/products/la-vanguardia,YES
3/8/2024,1374,Corvus Coffee Roasters,Tumba Natural • Rwanda • Natural Jackson Bourbon,"Single Origin, Single Varietal, Traceable",Filter,Rwanda,Rulindo District,"Venuste Mugraniza, Tumba Washing Station","1,825.00",Jackson Bourbon,Natural,Natural,$20.00,340,$1.18,$1.04,NA,USA,"Summer Cherry, Black Tea, And Cacao","Berries, Chocolate, Tea Like",https://www.corvuscoffee.com/collections/buy-coffee/products/tumba-natural,YES
3/8/2024,1373,Modcup Coffee,Chiroso Caturra Washed,"Single Origin, Single Varietal, Traceable",-,Colombia,"Urrao Region, Medellin, Antioquia",Finca Granito de Oro,"1,950.00",Chiroso Caturra,Washed,Washed,$30.00,250,$2.40,$2.40,NA,USA,"Rosemary, Honeysuckle, White Grape","Common Fruit, Citrus Fruit, Floral, Earthy, Herbal",https://www.modcup.com/collections/experimentals/products/choriso-caturra-washed,NO
3/8/2024,1372,Brandywine Coffee Roasters,Kenya - Kii - AA,"Single Origin, Traceable",-,Kenya,Southern Foothills Of Mt. Kenya,"Rungeto Farmers Cooperative Society, Kii Factory","1,800 - 1,950","Ruiru 11, Sl28",Washed,Washed,$29.00,340,$1.71,$1.71,NA,USA,"Guava, Papaya, Red Grape","Common Fruit, Citrus Fruit, Tropical Fruit",https://www.brandywinecoffeeroasters.com/collections/all-coffee-1/products/kenya-kii-aa-1,NO
